#score	name1	strand1	size1	zstart1	end1	name2	strand2	size2	zstart2	end2	identity	idPct	coverage	covPct
3147	U00096.2	+	4639675	1781393	1781426	NODE_149201_length_19_cov_3.000000	+	33	0	33	33/33	100.0%	33/33	100.0%
5321	U00096.2	+	4639675	1781485	1781552	NODE_149210_length_53_cov_3.018868	+	67	0	67	65/66	98.5%	67/67	100.0%
5266	U00096.2	+	4639675	1781680	1781735	NODE_149220_length_41_cov_2.000000	+	55	0	55	55/55	100.0%	55/55	100.0%
4581	U00096.2	+	4639675	1781759	1781812	NODE_149225_length_38_cov_1.000000	+	52	0	52	52/52	100.0%	52/52	100.0%
5042	U00096.2	+	4639675	1781846	1781905	NODE_149229_length_43_cov_1.000000	+	57	0	57	57/57	100.0%	57/57	100.0%
6252	U00096.2	+	4639675	1781943	1782018	NODE_149233_length_61_cov_1.000000	+	75	0	75	74/74	100.0%	75/75	100.0%
8288	U00096.2	+	4639675	1782022	1782128	NODE_149235_length_91_cov_1.000000	+	105	0	105	102/104	98.1%	105/105	100.0%
5664	U00096.2	+	4639675	1782338	1782403	NODE_149248_length_50_cov_2.100000	+	64	0	64	64/64	100.0%	64/64	100.0%
6588	U00096.2	+	4639675	1782413	1782488	NODE_149250_length_62_cov_2.016129	+	76	0	76	74/75	98.7%	76/76	100.0%
3674	U00096.2	+	4639675	1782709	1782747	NODE_149261_length_24_cov_1.000000	+	38	0	38	38/38	100.0%	38/38	100.0%
5111	U00096.2	+	4639675	1782842	1782895	NODE_149266_length_39_cov_2.000000	+	53	0	53	53/53	100.0%	53/53	100.0%
6425	U00096.2	+	4639675	1782882	1782960	NODE_149268_length_62_cov_2.032258	+	76	0	76	76/76	100.0%	76/76	100.0%
4127	U00096.2	+	4639675	1783022	1783070	NODE_149275_length_35_cov_1.000000	+	49	0	49	48/48	100.0%	49/49	100.0%
5270	U00096.2	+	4639675	1783056	1783118	NODE_149276_length_46_cov_2.021739	+	60	0	60	60/60	100.0%	60/60	100.0%
8740	U00096.2	+	4639675	1783164	1783255	NODE_149282_length_77_cov_2.025974	+	91	0	91	91/91	100.0%	91/91	100.0%
6270	U00096.2	+	4639675	1783311	1783381	NODE_149287_length_58_cov_2.000000	+	72	0	72	70/70	100.0%	72/72	100.0%
5384	U00096.2	+	4639675	1783418	1783482	NODE_149292_length_49_cov_2.040816	+	63	0	63	62/63	98.4%	63/63	100.0%
4036	U00096.2	+	4639675	1783484	1783532	NODE_149294_length_33_cov_2.000000	+	47	0	47	47/47	100.0%	47/47	100.0%
4211	U00096.2	+	4639675	1783519	1783563	NODE_149296_length_30_cov_2.000000	+	44	0	44	44/44	100.0%	44/44	100.0%
5075	U00096.2	+	4639675	1783571	1783624	NODE_149298_length_39_cov_2.025641	+	53	0	53	53/53	100.0%	53/53	100.0%
4402	U00096.2	+	4639675	1783732	1783778	NODE_149307_length_32_cov_1.000000	+	46	0	46	46/46	100.0%	46/46	100.0%
9939	U00096.2	+	4639675	1783779	1783919	NODE_149309_length_117_cov_1.000000	+	131	0	131	123/131	93.9%	131/131	100.0%
4038	U00096.2	+	4639675	1783955	1783997	NODE_149313_length_28_cov_1.000000	+	42	0	42	42/42	100.0%	42/42	100.0%
7676	U00096.2	+	4639675	1783999	1784079	NODE_149315_length_66_cov_1.000000	+	80	0	80	80/80	100.0%	80/80	100.0%
4102	U00096.2	+	4639675	1784264	1784307	NODE_149323_length_29_cov_2.000000	+	43	0	43	43/43	100.0%	43/43	100.0%
6040	U00096.2	+	4639675	1784421	1784496	NODE_149331_length_58_cov_2.051724	+	72	0	72	72/72	100.0%	72/72	100.0%
5576	U00096.2	+	4639675	1784538	1784616	NODE_149334_length_59_cov_1.000000	+	73	0	73	72/73	98.6%	73/73	100.0%
3238	U00096.2	+	4639675	1784607	1784641	NODE_149336_length_20_cov_1.000000	+	34	0	34	34/34	100.0%	34/34	100.0%
6280	U00096.2	+	4639675	1784628	1784705	NODE_149337_length_61_cov_2.032787	+	75	0	75	75/75	100.0%	75/75	100.0%
5679	U00096.2	+	4639675	1784705	1784800	NODE_149339_length_76_cov_1.000000	+	90	0	90	78/90	86.7%	90/90	100.0%
7325	U00096.2	+	4639675	1784786	1784872	NODE_149340_length_72_cov_2.000000	+	86	0	86	85/85	100.0%	86/86	100.0%
37616	U00096.2	+	4639675	1784915	1785496	NODE_149344_length_548_cov_1.000000	+	562	0	561	521/550	94.7%	561/562	99.8%
10102	U00096.2	+	4639675	1785484	1785673	NODE_149346_length_175_cov_1.000000	+	189	0	189	168/178	94.4%	189/189	100.0%
24545	U00096.2	+	4639675	1785701	1786029	NODE_149350_length_304_cov_1.000000	+	318	0	318	307/315	97.5%	318/318	100.0%
16862	U00096.2	+	4639675	1786016	1786255	NODE_149351_length_224_cov_1.000000	+	238	0	238	220/233	94.4%	238/238	100.0%
11220	U00096.2	+	4639675	1786247	1786411	NODE_149352_length_148_cov_1.000000	+	162	0	162	149/159	93.7%	162/162	100.0%
7051	U00096.2	+	4639675	1786398	1786499	NODE_149353_length_90_cov_1.000000	+	104	0	104	91/101	90.1%	104/104	100.0%
13011	U00096.2	+	4639675	1786486	1786662	NODE_149355_length_164_cov_1.000000	+	178	0	178	167/171	97.7%	178/178	100.0%
3192	U00096.2	+	4639675	1786652	1786685	NODE_149357_length_22_cov_1.000000	+	36	3	36	33/33	100.0%	33/36	91.7%
14834	U00096.2	+	4639675	1786672	1786899	NODE_149358_length_209_cov_1.000000	+	223	0	223	205/217	94.5%	223/223	100.0%
11953	U00096.2	+	4639675	1786906	1787074	NODE_149362_length_155_cov_1.000000	+	169	1	169	160/162	98.8%	168/169	99.4%
12955	U00096.2	+	4639675	1787061	1787251	NODE_149364_length_171_cov_1.000000	+	185	0	185	167/183	91.3%	185/185	100.0%
12164	U00096.2	+	4639675	1787238	1787378	NODE_149365_length_125_cov_1.000000	+	139	0	139	135/139	97.1%	139/139	100.0%
8423	U00096.2	+	4639675	1787367	1787469	NODE_149367_length_88_cov_1.000000	+	102	0	100	96/100	96.0%	100/102	98.0%
8820	U00096.2	+	4639675	1787458	1787590	NODE_149368_length_117_cov_1.000000	+	131	0	131	123/128	96.1%	131/131	100.0%
7813	U00096.2	+	4639675	1787667	1787767	NODE_149372_length_86_cov_1.000000	+	100	0	100	91/100	91.0%	100/100	100.0%
4709	U00096.2	+	4639675	1787755	1787809	NODE_149374_length_41_cov_1.000000	+	55	0	55	54/54	100.0%	55/55	100.0%
3426	U00096.2	+	4639675	1787899	1787940	NODE_149380_length_26_cov_1.000000	+	40	0	40	40/40	100.0%	40/40	100.0%
4075	U00096.2	+	4639675	105859	105913	NODE_149830_length_39_cov_1.000000	+	53	0	53	50/53	94.3%	53/53	100.0%
3638	U00096.2	+	4639675	106377	106415	NODE_149862_length_24_cov_3.916667	+	38	0	38	38/38	100.0%	38/38	100.0%
3165	U00096.2	+	4639675	106682	106715	NODE_149869_length_19_cov_4.105263	+	33	0	33	33/33	100.0%	33/33	100.0%
3654	U00096.2	+	4639675	107006	107050	NODE_149897_length_29_cov_2.034483	+	43	0	43	43/43	100.0%	43/43	100.0%
3211	U00096.2	+	4639675	107286	107320	NODE_149915_length_20_cov_2.950000	+	34	0	34	34/34	100.0%	34/34	100.0%
3729	U00096.2	+	4639675	107346	107385	NODE_149917_length_25_cov_3.120000	+	39	0	39	39/39	100.0%	39/39	100.0%
5648	U00096.2	+	4639675	107719	107778	NODE_149940_length_45_cov_4.044445	+	59	0	59	59/59	100.0%	59/59	100.0%
4627	U00096.2	+	4639675	3573589	3573643	NODE_150499_length_39_cov_4.076923	+	53	0	53	53/53	100.0%	53/53	100.0%
4555	U00096.2	+	4639675	3583406	3583484	NODE_151015_length_67_cov_1.000000	+	81	0	78	66/77	85.7%	78/81	96.3%
3388	U00096.2	+	4639675	4632039	4632077	NODE_151979_length_24_cov_1.000000	+	38	0	38	37/38	97.4%	38/38	100.0%
3365	U00096.2	+	4639675	4634232	4634267	NODE_152054_length_21_cov_4.000000	+	35	0	35	35/35	100.0%	35/35	100.0%
3751	U00096.2	+	4639675	1045470	1045581	NODE_153476_length_86_cov_1.000000	+	100	0	100	79/95	83.2%	100/100	100.0%
3393	U00096.2	+	4639675	70036	70078	NODE_155306_length_28_cov_1.000000	+	42	0	42	38/42	90.5%	42/42	100.0%
3429	U00096.2	+	4639675	3576850	3576886	NODE_157036_length_22_cov_5.000000	+	36	0	36	36/36	100.0%	36/36	100.0%
3202	U00096.2	+	4639675	3577845	3577879	NODE_157097_length_20_cov_8.900000	+	34	0	34	34/34	100.0%	34/34	100.0%
3292	U00096.2	+	4639675	4509760	4509794	NODE_157666_length_20_cov_2.000000	-	34	0	34	34/34	100.0%	34/34	100.0%
5486	U00096.2	+	4639675	4508854	4508930	NODE_157694_length_61_cov_1.000000	-	75	0	75	72/74	97.3%	75/75	100.0%
3778	U00096.2	+	4639675	4508497	4508541	NODE_157704_length_32_cov_1.000000	-	46	0	46	44/44	100.0%	46/46	100.0%
3302	U00096.2	+	4639675	4508098	4508133	NODE_157715_length_21_cov_1.000000	-	35	0	35	35/35	100.0%	35/35	100.0%
4175	U00096.2	+	4639675	4507724	4507768	NODE_157721_length_30_cov_1.000000	-	44	0	44	44/44	100.0%	44/44	100.0%
4410	U00096.2	+	4639675	4507637	4507691	NODE_157723_length_39_cov_1.000000	-	53	0	53	51/53	96.2%	53/53	100.0%
3247	U00096.2	+	4639675	3578218	3578252	NODE_157891_length_20_cov_9.300000	-	34	0	34	34/34	100.0%	34/34	100.0%
3274	U00096.2	+	4639675	612611	612645	NODE_158136_length_20_cov_9.150000	+	34	0	34	34/34	100.0%	34/34	100.0%
4290	U00096.2	+	4639675	615334	615399	NODE_158249_length_55_cov_1.000000	+	69	0	69	61/64	95.3%	69/69	100.0%
4326	U00096.2	+	4639675	615878	615927	NODE_158268_length_36_cov_1.000000	+	50	0	50	49/49	100.0%	50/50	100.0%
6885	U00096.2	+	4639675	616317	616438	NODE_158279_length_103_cov_1.000000	+	117	0	117	104/114	91.2%	117/117	100.0%
4799	U00096.2	+	4639675	616662	616717	NODE_158283_length_40_cov_1.000000	+	54	0	54	54/54	100.0%	54/54	100.0%
3664	U00096.2	+	4639675	616737	616787	NODE_158284_length_36_cov_1.000000	+	50	0	50	44/50	88.0%	50/50	100.0%
6965	U00096.2	+	4639675	616937	617036	NODE_158290_length_92_cov_1.000000	+	106	0	103	89/99	89.9%	103/106	97.2%
3963	U00096.2	+	4639675	617028	617084	NODE_158292_length_47_cov_1.000000	+	61	2	61	55/56	98.2%	59/61	96.7%
14897	U00096.2	+	4639675	617071	617298	NODE_158294_length_227_cov_1.000000	+	241	0	241	207/225	92.0%	241/241	100.0%
3743	U00096.2	+	4639675	617387	617441	NODE_158298_length_43_cov_1.000000	+	57	0	57	49/54	90.7%	57/57	100.0%
8243	U00096.2	+	4639675	617653	617790	NODE_158309_length_123_cov_1.000000	+	137	0	137	120/131	91.6%	137/137	100.0%
4013	U00096.2	+	4639675	617989	618047	NODE_158315_length_46_cov_1.000000	+	60	0	60	52/58	89.7%	60/60	100.0%
13769	U00096.2	+	4639675	618072	618262	NODE_158316_length_176_cov_1.000000	+	190	0	190	176/185	95.1%	190/190	100.0%
5047	U00096.2	+	4639675	605642	605733	NODE_159176_length_70_cov_1.000000	+	84	0	84	77/83	92.8%	84/84	100.0%
3938	U00096.2	+	4639675	15608	15673	NODE_159249_length_50_cov_1.000000	+	64	0	64	55/64	85.9%	64/64	100.0%
3291	U00096.2	+	4639675	25162	25208	NODE_159393_length_32_cov_1.000000	+	46	0	46	40/46	87.0%	46/46	100.0%
4002	U00096.2	+	4639675	2662489	2662531	NODE_159878_length_28_cov_3.035714	-	42	0	42	42/42	100.0%	42/42	100.0%
5685	U00096.2	+	4639675	2662443	2662503	NODE_159879_length_46_cov_4.021739	-	60	0	60	60/60	100.0%	60/60	100.0%
4038	U00096.2	+	4639675	2662222	2662264	NODE_159898_length_28_cov_2.035714	-	42	0	42	42/42	100.0%	42/42	100.0%
3710	U00096.2	+	4639675	2662079	2662117	NODE_159908_length_24_cov_2.000000	-	38	0	38	38/38	100.0%	38/38	100.0%
4311	U00096.2	+	4639675	2662033	2662078	NODE_159911_length_31_cov_3.000000	-	45	0	45	45/45	100.0%	45/45	100.0%
4402	U00096.2	+	4639675	2661902	2661948	NODE_159922_length_32_cov_3.000000	-	46	0	46	46/46	100.0%	46/46	100.0%
5730	U00096.2	+	4639675	2661772	2661832	NODE_159931_length_46_cov_4.021739	-	60	0	60	60/60	100.0%	60/60	100.0%
3147	U00096.2	+	4639675	2661701	2661734	NODE_159941_length_19_cov_3.000000	-	33	0	33	33/33	100.0%	33/33	100.0%
4420	U00096.2	+	4639675	2661536	2661582	NODE_159951_length_33_cov_2.969697	-	47	0	46	46/46	100.0%	46/47	97.9%
3720	U00096.2	+	4639675	2661262	2661301	NODE_159972_length_25_cov_3.960000	-	39	0	39	39/39	100.0%	39/39	100.0%
3724	U00096.2	+	4639675	2660984	2661028	NODE_159998_length_30_cov_1.000000	-	44	0	44	41/44	93.2%	44/44	100.0%
4895	U00096.2	+	4639675	2660921	2660980	NODE_160003_length_44_cov_4.090909	-	58	0	58	57/58	98.3%	58/58	100.0%
3738	U00096.2	+	4639675	2660871	2660910	NODE_160008_length_25_cov_4.120000	-	39	0	39	39/39	100.0%	39/39	100.0%
3965	U00096.2	+	4639675	2660337	2660378	NODE_160044_length_27_cov_4.000000	-	41	0	41	41/41	100.0%	41/41	100.0%
3948	U00096.2	+	4639675	2660249	2660291	NODE_160054_length_28_cov_3.000000	-	42	0	42	42/42	100.0%	42/42	100.0%
3793	U00096.2	+	4639675	2660221	2660261	NODE_160056_length_26_cov_1.961538	-	40	0	40	40/40	100.0%	40/40	100.0%
3265	U00096.2	+	4639675	2660089	2660123	NODE_160061_length_20_cov_3.000000	-	34	0	34	34/34	100.0%	34/34	100.0%
4142	U00096.2	+	4639675	2659969	2660019	NODE_160070_length_34_cov_2.058824	-	48	0	48	48/48	100.0%	48/48	100.0%
4511	U00096.2	+	4639675	2659936	2659983	NODE_160071_length_33_cov_2.939394	-	47	0	47	47/47	100.0%	47/47	100.0%
7735	U00096.2	+	4639675	2659710	2659796	NODE_160087_length_74_cov_2.959460	-	88	0	88	86/86	100.0%	88/88	100.0%
3056	U00096.2	+	4639675	2659610	2659642	NODE_160092_length_18_cov_2.000000	-	32	0	32	32/32	100.0%	32/32	100.0%
4366	U00096.2	+	4639675	2659568	2659624	NODE_160093_length_44_cov_1.000000	-	58	0	58	55/56	98.2%	58/58	100.0%
4527	U00096.2	+	4639675	2659440	2659493	NODE_160101_length_38_cov_3.000000	-	52	0	52	52/52	100.0%	52/52	100.0%
4884	U00096.2	+	4639675	2659366	2659417	NODE_160105_length_37_cov_2.972973	-	51	0	51	51/51	100.0%	51/51	100.0%
3838	U00096.2	+	4639675	2659148	2659188	NODE_160115_length_26_cov_3.000000	-	40	0	40	40/40	100.0%	40/40	100.0%
4211	U00096.2	+	4639675	2659107	2659151	NODE_160119_length_30_cov_3.000000	-	44	0	44	44/44	100.0%	44/44	100.0%
4593	U00096.2	+	4639675	2659072	2659120	NODE_160120_length_34_cov_3.000000	-	48	0	48	48/48	100.0%	48/48	100.0%
3583	U00096.2	+	4639675	2658814	2658851	NODE_160135_length_23_cov_2.000000	-	37	0	37	37/37	100.0%	37/37	100.0%
4184	U00096.2	+	4639675	2658691	2658735	NODE_160143_length_30_cov_2.966667	-	44	0	44	44/44	100.0%	44/44	100.0%
3374	U00096.2	+	4639675	2658659	2658694	NODE_160146_length_21_cov_2.000000	-	35	0	35	35/35	100.0%	35/35	100.0%
4193	U00096.2	+	4639675	2658618	2658662	NODE_160150_length_32_cov_2.000000	-	46	2	46	44/44	100.0%	44/46	95.7%
3493	U00096.2	+	4639675	2658449	2658486	NODE_160165_length_23_cov_1.956522	-	37	0	37	37/37	100.0%	37/37	100.0%
5170	U00096.2	+	4639675	2658331	2658404	NODE_160171_length_53_cov_1.000000	-	67	0	67	65/67	97.0%	67/67	100.0%
3238	U00096.2	+	4639675	2658260	2658294	NODE_160174_length_20_cov_1.000000	-	34	0	34	34/34	100.0%	34/34	100.0%
7266	U00096.2	+	4639675	2658196	2658271	NODE_160177_length_61_cov_2.016393	-	75	0	75	75/75	100.0%	75/75	100.0%
4710	U00096.2	+	4639675	2658090	2658148	NODE_160184_length_42_cov_2.023809	-	56	0	56	55/56	98.2%	56/56	100.0%
3969	U00096.2	+	4639675	2658056	2658104	NODE_160185_length_33_cov_1.000000	-	47	1	47	46/46	100.0%	46/47	97.9%
3713	U00096.2	+	4639675	2657909	2657956	NODE_160196_length_32_cov_2.031250	-	46	0	46	45/46	97.8%	46/46	100.0%
8292	U00096.2	+	4639675	2657747	2657839	NODE_160202_length_77_cov_2.025974	-	91	0	91	91/91	100.0%	91/91	100.0%
9251	U00096.2	+	4639675	2657650	2657761	NODE_160203_length_97_cov_1.000000	-	111	1	111	104/110	94.5%	110/111	99.1%
9549	U00096.2	+	4639675	2657525	2657652	NODE_160207_length_115_cov_1.000000	-	129	0	127	119/125	95.2%	127/129	98.4%
6758	U00096.2	+	4639675	2657424	2657538	NODE_160208_length_103_cov_1.000000	-	117	0	117	100/113	88.5%	117/117	100.0%
3911	U00096.2	+	4639675	2657393	2657434	NODE_160211_length_27_cov_1.000000	-	41	0	41	41/41	100.0%	41/41	100.0%
3529	U00096.2	+	4639675	2657369	2657406	NODE_160213_length_23_cov_1.000000	-	37	0	37	37/37	100.0%	37/37	100.0%
3592	U00096.2	+	4639675	2657340	2657377	NODE_160216_length_23_cov_1.000000	-	37	0	37	37/37	100.0%	37/37	100.0%
10784	U00096.2	+	4639675	2657098	2657258	NODE_160223_length_141_cov_1.000000	-	155	0	155	145/152	95.4%	155/155	100.0%
9065	U00096.2	+	4639675	2656978	2657110	NODE_160225_length_119_cov_1.000000	-	133	0	133	122/129	94.6%	133/133	100.0%
19870	U00096.2	+	4639675	2656649	2656991	NODE_160226_length_316_cov_1.000000	-	330	0	330	287/325	88.3%	330/330	100.0%
12315	U00096.2	+	4639675	2656290	2656443	NODE_160234_length_150_cov_1.000000	-	164	0	164	149/153	97.4%	164/164	100.0%
6977	U00096.2	+	4639675	2655966	2656050	NODE_160247_length_69_cov_1.000000	-	83	0	83	82/82	100.0%	83/83	100.0%
14596	U00096.2	+	4639675	2655766	2655974	NODE_160250_length_198_cov_1.000000	-	212	11	212	188/200	94.0%	201/212	94.8%
3747	U00096.2	+	4639675	1873462	1873501	NODE_160735_length_25_cov_8.040000	+	39	0	39	39/39	100.0%	39/39	100.0%
3547	U00096.2	+	4639675	1875749	1875786	NODE_161036_length_23_cov_6.043478	+	37	0	37	37/37	100.0%	37/37	100.0%
3629	U00096.2	+	4639675	1875939	1875977	NODE_161050_length_24_cov_4.041667	+	38	0	38	38/38	100.0%	38/38	100.0%
3657	U00096.2	+	4639675	1876507	1876546	NODE_161120_length_25_cov_4.800000	+	39	0	39	39/39	100.0%	39/39	100.0%
3866	U00096.2	+	4639675	1876578	1876619	NODE_161125_length_27_cov_4.074074	+	41	0	41	41/41	100.0%	41/41	100.0%
4548	U00096.2	+	4639675	1877960	1878016	NODE_162717_length_40_cov_2.025000	-	54	0	54	53/54	98.1%	54/54	100.0%
4090	U00096.2	+	4639675	1877667	1877715	NODE_162739_length_34_cov_1.970588	-	48	0	48	45/48	93.8%	48/48	100.0%
4899	U00096.2	+	4639675	1877301	1877373	NODE_162754_length_58_cov_1.000000	-	72	0	72	65/71	91.5%	72/72	100.0%
4682	U00096.2	+	4639675	1877240	1877295	NODE_162755_length_40_cov_3.025000	-	54	0	54	54/54	100.0%	54/54	100.0%
4302	U00096.2	+	4639675	1877209	1877254	NODE_162756_length_31_cov_2.096774	-	45	0	45	45/45	100.0%	45/45	100.0%
4757	U00096.2	+	4639675	1877173	1877223	NODE_162757_length_36_cov_3.055556	-	50	0	50	50/50	100.0%	50/50	100.0%
3419	U00096.2	+	4639675	1877055	1877098	NODE_162762_length_29_cov_1.000000	-	43	0	43	39/43	90.7%	43/43	100.0%
3074	U00096.2	+	4639675	1875798	1875830	NODE_162833_length_18_cov_2.000000	-	32	0	32	32/32	100.0%	32/32	100.0%
3129	U00096.2	+	4639675	1864466	1864499	NODE_164246_length_19_cov_5.000000	-	33	0	33	33/33	100.0%	33/33	100.0%
3293	U00096.2	+	4639675	1864358	1864393	NODE_164249_length_21_cov_4.000000	-	35	0	35	35/35	100.0%	35/35	100.0%
3092	U00096.2	+	4639675	1864016	1864048	NODE_164269_length_18_cov_2.888889	-	32	0	32	32/32	100.0%	32/32	100.0%
3438	U00096.2	+	4639675	1862785	1862821	NODE_164365_length_22_cov_3.000000	-	36	0	36	36/36	100.0%	36/36	100.0%
3411	U00096.2	+	4639675	1862521	1862557	NODE_164383_length_22_cov_4.000000	-	36	0	36	36/36	100.0%	36/36	100.0%
3147	U00096.2	+	4639675	1862496	1862529	NODE_164385_length_19_cov_2.000000	-	33	0	33	33/33	100.0%	33/33	100.0%
3602	U00096.2	+	4639675	1862446	1862484	NODE_164391_length_24_cov_4.000000	-	38	0	38	38/38	100.0%	38/38	100.0%
5785	U00096.2	+	4639675	1862284	1862345	NODE_164405_length_47_cov_2.978723	-	61	0	61	61/61	100.0%	61/61	100.0%
4670	U00096.2	+	4639675	1862053	1862118	NODE_164418_length_56_cov_1.000000	-	70	0	70	59/65	90.8%	70/70	100.0%
3329	U00096.2	+	4639675	1862032	1862067	NODE_164419_length_21_cov_2.952381	-	35	0	35	35/35	100.0%	35/35	100.0%
3993	U00096.2	+	4639675	1861765	1861807	NODE_164433_length_28_cov_2.000000	-	42	0	42	42/42	100.0%	42/42	100.0%
3438	U00096.2	+	4639675	1861708	1861752	NODE_164436_length_30_cov_3.000000	-	44	0	44	40/44	90.9%	44/44	100.0%
4253	U00096.2	+	4639675	11983	12062	NODE_164515_length_67_cov_1.000000	+	81	0	81	67/78	85.9%	81/81	100.0%
4081	U00096.2	+	4639675	286051	286103	NODE_165384_length_41_cov_1.000000	-	55	0	55	49/52	94.2%	55/55	100.0%
3874	U00096.2	+	4639675	263269	263309	NODE_166591_length_26_cov_2.961539	+	40	0	40	40/40	100.0%	40/40	100.0%
4511	U00096.2	+	4639675	263548	263595	NODE_166602_length_33_cov_2.090909	+	47	0	47	47/47	100.0%	47/47	100.0%
3665	U00096.2	+	4639675	263601	263639	NODE_166604_length_24_cov_3.125000	+	38	0	38	38/38	100.0%	38/38	100.0%
4644	U00096.2	+	4639675	264134	264184	NODE_166631_length_36_cov_2.055556	+	50	0	50	49/50	98.0%	50/50	100.0%
3783	U00096.2	+	4639675	85772	85830	NODE_166919_length_45_cov_1.000000	-	59	0	59	49/58	84.5%	59/59	100.0%
3973	U00096.2	+	4639675	66870	66924	NODE_167080_length_39_cov_1.000000	-	53	0	53	49/53	92.5%	53/53	100.0%
3283	U00096.2	+	4639675	107895	107929	NODE_167938_length_20_cov_1.900000	+	34	0	34	34/34	100.0%	34/34	100.0%
3156	U00096.2	+	4639675	108451	108484	NODE_167963_length_19_cov_1.000000	+	33	0	33	33/33	100.0%	33/33	100.0%
3381	U00096.2	+	4639675	56251	56294	NODE_169186_length_30_cov_1.000000	+	44	0	43	39/43	90.7%	43/44	97.7%
4081	U00096.2	+	4639675	298264	298311	NODE_169790_length_34_cov_1.000000	-	48	0	48	47/47	100.0%	48/48	100.0%
3383	U00096.2	+	4639675	298243	298278	NODE_169791_length_21_cov_2.000000	-	35	0	35	35/35	100.0%	35/35	100.0%
3904	U00096.2	+	4639675	298196	298239	NODE_169794_length_32_cov_1.968750	-	46	3	46	42/43	97.7%	43/46	93.5%
4056	U00096.2	+	4639675	297041	297083	NODE_169835_length_28_cov_3.000000	-	42	0	42	42/42	100.0%	42/42	100.0%
3620	U00096.2	+	4639675	296855	296899	NODE_169841_length_32_cov_2.031250	-	46	0	46	43/44	97.7%	46/46	100.0%
3875	U00096.2	+	4639675	296247	296288	NODE_169861_length_27_cov_2.000000	-	41	0	41	41/41	100.0%	41/41	100.0%
3129	U00096.2	+	4639675	296078	296111	NODE_169868_length_19_cov_4.000000	-	33	0	33	33/33	100.0%	33/33	100.0%
3753	U00096.2	+	4639675	84674	84721	NODE_170282_length_35_cov_1.000000	+	49	0	49	45/47	95.7%	49/49	100.0%
3338	U00096.2	+	4639675	2666129	2666164	NODE_170491_length_21_cov_3.000000	-	35	0	35	35/35	100.0%	35/35	100.0%
4536	U00096.2	+	4639675	2665953	2666006	NODE_170498_length_38_cov_1.973684	-	52	0	52	52/52	100.0%	52/52	100.0%
5711	U00096.2	+	4639675	2665832	2665891	NODE_170502_length_45_cov_3.044445	-	59	0	59	59/59	100.0%	59/59	100.0%
6624	U00096.2	+	4639675	2665476	2665551	NODE_170528_length_62_cov_2.983871	-	76	0	76	74/75	98.7%	76/76	100.0%
6792	U00096.2	+	4639675	2665303	2665399	NODE_170541_length_83_cov_1.000000	-	97	0	97	90/95	94.7%	97/97	100.0%
4756	U00096.2	+	4639675	2665268	2665317	NODE_170542_length_35_cov_3.142857	-	49	0	49	49/49	100.0%	49/49	100.0%
4393	U00096.2	+	4639675	2665196	2665242	NODE_170545_length_32_cov_3.000000	-	46	0	46	46/46	100.0%	46/46	100.0%
4893	U00096.2	+	4639675	2664883	2664934	NODE_170562_length_38_cov_2.000000	-	52	0	51	51/51	100.0%	51/52	98.1%
3220	U00096.2	+	4639675	2664540	2664574	NODE_170597_length_20_cov_3.000000	-	34	0	34	34/34	100.0%	34/34	100.0%
3971	U00096.2	+	4639675	2664361	2664404	NODE_170608_length_29_cov_3.034483	-	43	0	43	42/43	97.7%	43/43	100.0%
3220	U00096.2	+	4639675	2664271	2664305	NODE_170618_length_20_cov_3.050000	-	34	0	34	34/34	100.0%	34/34	100.0%
5428	U00096.2	+	4639675	2664165	2664227	NODE_170624_length_49_cov_2.959184	-	63	0	63	62/62	100.0%	63/63	100.0%
4056	U00096.2	+	4639675	2664044	2664086	NODE_170633_length_28_cov_2.000000	-	42	0	42	42/42	100.0%	42/42	100.0%
3984	U00096.2	+	4639675	2663677	2663719	NODE_170663_length_28_cov_3.035714	-	42	0	42	42/42	100.0%	42/42	100.0%
3447	U00096.2	+	4639675	2663612	2663648	NODE_170669_length_24_cov_2.000000	-	38	2	38	36/36	100.0%	36/38	94.7%
4056	U00096.2	+	4639675	2663526	2663568	NODE_170676_length_28_cov_1.000000	-	42	0	42	42/42	100.0%	42/42	100.0%
3734	U00096.2	+	4639675	2663398	2663440	NODE_170682_length_28_cov_2.000000	-	42	0	42	41/42	97.6%	42/42	100.0%
3120	U00096.2	+	4639675	2663350	2663383	NODE_170685_length_19_cov_2.000000	-	33	0	33	33/33	100.0%	33/33	100.0%
4257	U00096.2	+	4639675	2663319	2663364	NODE_170686_length_31_cov_3.000000	-	45	0	45	45/45	100.0%	45/45	100.0%
3156	U00096.2	+	4639675	2663080	2663113	NODE_170706_length_19_cov_2.000000	-	33	0	33	33/33	100.0%	33/33	100.0%
4379	U00096.2	+	4639675	2662973	2663021	NODE_170711_length_34_cov_1.000000	-	48	0	48	47/48	97.9%	48/48	100.0%
3829	U00096.2	+	4639675	2662931	2662971	NODE_170715_length_26_cov_1.000000	-	40	0	40	40/40	100.0%	40/40	100.0%
4224	U00096.2	+	4639675	2662803	2662852	NODE_170723_length_37_cov_2.000000	-	51	0	51	49/49	100.0%	51/51	100.0%
3274	U00096.2	+	4639675	2662783	2662817	NODE_170724_length_20_cov_1.000000	-	34	0	34	34/34	100.0%	34/34	100.0%
4075	U00096.2	+	4639675	2662699	2662742	NODE_170730_length_29_cov_1.000000	-	43	0	43	43/43	100.0%	43/43	100.0%
